change_type,covered_recipient_type,teaching_hospital_ccn,teaching_hospital_id,teaching_hospital_name,covered_recipient_profile_id,covered_recipient_npi,covered_recipient_first_name,covered_recipient_middle_name,covered_recipient_last_name,covered_recipient_name_suffix,recipient_primary_business_street_address_line1,recipient_primary_business_street_address_line2,recipient_city,recipient_state,recipient_zip_code,recipient_country,recipient_province,recipient_postal_code,covered_recipient_primary_type_1,covered_recipient_primary_type_2,covered_recipient_primary_type_3,covered_recipient_primary_type_4,covered_recipient_primary_type_5,covered_recipient_primary_type_6,covered_recipient_specialty_1,covered_recipient_specialty_2,covered_recipient_specialty_3,covered_recipient_specialty_4,covered_recipient_specialty_5,covered_recipient_specialty_6,covered_recipient_license_state_code1,covered_recipient_license_state_code2,covered_recipient_license_state_code3,covered_recipient_license_state_code4,covered_recipient_license_state_code5,submitting_applicable_manufacturer_or_applicable_gpo_name,applicable_manufacturer_or_applicable_gpo_making_payment_id,applicable_manufacturer_or_applicable_gpo_making_payment_name,applicable_manufacturer_or_applicable_gpo_making_payment_state,applicable_manufacturer_or_applicable_gpo_making_payment_country,total_amount_of_payment_usdollars,date_of_payment,number_of_payments_included_in_total_amount,form_of_payment_or_transfer_of_value,nature_of_payment_or_transfer_of_value,city_of_travel,state_of_travel,country_of_travel,physician_ownership_indicator,third_party_payment_recipient_indicator,name_of_third_party_entity_receiving_payment_or_transfer_of_ccfc,charity_indicator,third_party_equals_covered_recipient_indicator,contextual_information,delay_in_publication_indicator,record_id,dispute_status_for_publication,related_product_indicator,covered_or_noncovered_indicator_1,indicate_drug_or_biological_or_device_or_medical_supply_1,product_category_or_therapeutic_area_1,name_of_drug_or_biological_or_device_or_medical_supply_1,associated_drug_or_biological_ndc_1,associated_device_or_medical_supply_pdi_1,covered_or_noncovered_indicator_2,indicate_drug_or_biological_or_device_or_medical_supply_2,product_category_or_therapeutic_area_2,name_of_drug_or_biological_or_device_or_medical_supply_2,associated_drug_or_biological_ndc_2,associated_device_or_medical_supply_pdi_2,covered_or_noncovered_indicator_3,indicate_drug_or_biological_or_device_or_medical_supply_3,product_category_or_therapeutic_area_3,name_of_drug_or_biological_or_device_or_medical_supply_3,associated_drug_or_biological_ndc_3,associated_device_or_medical_supply_pdi_3,covered_or_noncovered_indicator_4,indicate_drug_or_biological_or_device_or_medical_supply_4,product_category_or_therapeutic_area_4,name_of_drug_or_biological_or_device_or_medical_supply_4,associated_drug_or_biological_ndc_4,associated_device_or_medical_supply_pdi_4,covered_or_noncovered_indicator_5,indicate_drug_or_biological_or_device_or_medical_supply_5,product_category_or_therapeutic_area_5,name_of_drug_or_biological_or_device_or_medical_supply_5,associated_drug_or_biological_ndc_5,associated_device_or_medical_supply_pdi_5,program_year,payment_publication_date
NEW,"Covered Recipient Teaching Hospital",220071,11357,"Massachusetts General Hospital",,,,,,,"55 Fruit St",,Boston,MA,02114,"United States",,,,,,,,,,,,,,,,,,,,Vitalant,100000000084,Vitalant,AZ,"United States",303.00,04/08/2022,1,"Cash or cash equivalent","Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program",,,,,"No Third Party Payment",,No,,"Lab services.  Invoice # 617817273700",No,880465989,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,06/30/2023
NEW,"Covered Recipient Teaching Hospital",220071,11357,"Massachusetts General Hospital",,,,,,,"55 FRUIT ST","BULFINCH 360",BOSTON,MA,02114,"United States",,,,,,,,,,,,,,,,,,,,"Ascendis Pharma, Inc.",100000941823,"Ascendis Pharma, Inc.",CA,"United States",7598.80,07/01/2022,1,"Cash or cash equivalent","Consulting Fee",,,,,"No Third Party Payment",,,,,No,942560865,No,Yes,Covered,Drug,Endocrinology,SKYTROFA,73362-003-01,,,,,,,,,,,,,,,,,,,,,,,,,,2022,06/30/2023
NEW,"Covered Recipient Teaching Hospital",220071,11357,"Massachusetts General Hospital",,,,,,,"55 Fruit St","Bulfinch 360",Boston,MA,02114,"United States",,,,,,,,,,,,,,,,,,,,"Becton, Dickinson and Company",100000005485,"Becton, Dickinson and Company",NJ,"United States",98784.47,08/02/2022,1,"Cash or cash equivalent","Consulting Fee",,,,,"No Third Party Payment",,,,,No,946087303,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,06/30/2023
NEW,"Covered Recipient Teaching Hospital",220071,11357,"Massachusetts General Hospital",,,,,,,"55 FRUIT ST",,BOSTON,MA,02114,"United States",,,,,,,,,,,,,,,,,,,,"Boehringer Ingelheim Pharmaceuticals, Inc.",100000005541,"Boehringer Ingelheim International GmbH",,Germany,72751.50,01/07/2022,1,"Cash or cash equivalent","Consulting Fee",,,,,"No Third Party Payment",,No,,,No,947180943,No,Yes,Non-Covered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,06/30/2023
NEW,"Covered Recipient Teaching Hospital",220071,11357,"Massachusetts General Hospital",,,,,,,"55 FRUIT ST",,BOSTON,MA,02114,"United States",,,,,,,,,,,,,,,,,,,,"Boehringer Ingelheim Pharmaceuticals, Inc.",100000005541,"Boehringer Ingelheim International GmbH",,Germany,68850.62,01/07/2022,1,"Cash or cash equivalent","Consulting Fee",,,,,"No Third Party Payment",,No,,,No,947184419,No,Yes,Non-Covered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,06/30/2023
NEW,"Covered Recipient Teaching Hospital",220071,11357,"Massachusetts General Hospital",,,,,,,"55 FRUIT ST",,BOSTON,MA,02114,"United States",,,,,,,,,,,,,,,,,,,,"Boehringer Ingelheim Pharmaceuticals, Inc.",100000005541,"Boehringer Ingelheim International GmbH",,Germany,77944.16,01/07/2022,1,"Cash or cash equivalent","Consulting Fee",,,,,"No Third Party Payment",,No,,,No,947184443,No,Yes,Non-Covered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,06/30/2023
NEW,"Covered Recipient Teaching Hospital",220071,11357,"Massachusetts General Hospital",,,,,,,"55 Fruit St",,Boston,MA,02114,"United States",,,,,,,,,,,,,,,,,,,,"BOSTON SCIENTIFIC CORPORATION",100000005674,"BOSTON SCIENTIFIC CORPORATION",MA,"United States",12469.00,03/08/2022,1,"Cash or cash equivalent","Consulting Fee",,,,,"No Third Party Payment",,No,,,No,893691487,No,Yes,Covered,Device,"CLINICAL TRIAL PRODUCT","CLINICAL TRIAL PRODUCT",,,,,,,,,,,,,,,,,,,,,,,,,,,2022,06/30/2023
NEW,"Covered Recipient Teaching Hospital",220071,11357,"Massachusetts General Hospital",,,,,,,"55 Fruit St",,Boston,MA,02114,"United States",,,,,,,,,,,,,,,,,,,,"BOSTON SCIENTIFIC CORPORATION",100000005674,"BOSTON SCIENTIFIC CORPORATION",MA,"United States",47348.50,11/15/2022,1,"Cash or cash equivalent","Consulting Fee",,,,,"No Third Party Payment",,No,,,No,893691489,No,Yes,Covered,Device,"CLINICAL TRIAL PRODUCT","CLINICAL TRIAL PRODUCT",,,,,,,,,,,,,,,,,,,,,,,,,,,2022,06/30/2023
NEW,"Covered Recipient Teaching Hospital",220071,11357,"Massachusetts General Hospital",,,,,,,"55 FRUIT ST","BULFINCH 360",BOSTON,MA,02114,"United States",,,,,,,,,,,,,,,,,,,,"Bristol Myers Squibb Company",100000005499,"E.R. Squibb & Sons, L.L.C.",NJ,"United States",72044.50,05/27/2022,1,"Cash or cash equivalent","Consulting Fee",,,,,"No Third Party Payment",,,,,No,932904643,No,Yes,Covered,Drug,Cardiovascular,ELIQUIS,0003-0894-31,,,,,,,,,,,,,,,,,,,,,,,,,,2022,06/30/2023
NEW,"Covered Recipient Teaching Hospital",220071,11357,"Massachusetts General Hospital",,,,,,,"55 FRUIT ST","BULFINCH 360",BOSTON,MA,02114,"United States",,,,,,,,,,,,,,,,,,,,"Bristol Myers Squibb Company",100000005499,"E.R. Squibb & Sons, L.L.C.",NJ,"United States",72044.50,12/19/2022,1,"Cash or cash equivalent","Consulting Fee",,,,,"No Third Party Payment",,,,,No,932904751,No,Yes,Covered,Drug,Cardiovascular,ELIQUIS,0003-0894-31,,,,,,,,,,,,,,,,,,,,,,,,,,2022,06/30/2023
NEW,"Covered Recipient Teaching Hospital",220071,11357,"Massachusetts General Hospital",,,,,,,"55 Fruit Street",,Boston,MA,02114,"United States",,,,,,,,,,,,,,,,,,,,"GE HEALTHCARE",100000005511,"GE HEALTHCARE",IL,"United States",20000.00,09/14/2022,1,"Cash or cash equivalent","Consulting Fee",,,,,"No Third Party Payment",,No,,,No,950811541,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,06/30/2023
NEW,"Covered Recipient Teaching Hospital",220071,11357,"Massachusetts General Hospital",,,,,,,"55 Fruit Street",,Boston,MA,02114,"United States",,,,,,,,,,,,,,,,,,,,"GE HealthCare",100000005511,"GE HealthCare",IL,"United States",167090.00,10/12/2022,3,"Cash or cash equivalent","Consulting Fee",,,,,"No Third Party Payment",,No,,,No,958223933,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,06/30/2023
NEW,"Covered Recipient Teaching Hospital",220071,11357,"MASSACHUSETTS GENERAL HOSPITAL",,,,,,,"55 FRUIT ST","BULFINCH 360",BOSTON,MA,02114,"United States",,,,,,,,,,,,,,,,,,,,"Genentech, Inc.",100000000089,"Genentech, Inc.",CA,"United States",1425.00,06/23/2022,1,"Cash or cash equivalent","Consulting Fee",,,,,"No Third Party Payment",,No,,,No,950810239,No,Yes,Non-Covered,Drug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,06/30/2023
NEW,"Covered Recipient Teaching Hospital",220071,11357,"Massachusetts General Hospital",,,,,,,"55 Fruit Street",,Boston,MA,02114,"United States",,,,,,,,,,,,,,,,,,,,"GRT US Holding, Inc.",100000261809,"GRT US Holding, Inc.",NJ,"United States",87711.95,09/23/2022,1,"Cash or cash equivalent","Consulting Fee",,,,,"No Third Party Payment",,No,,,No,894662431,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,06/30/2023
NEW,"Covered Recipient Teaching Hospital",220071,11357,"Massachusetts General Hospital",,,,,,,"55 Fruit Street",,Boston,MA,02114,"United States",,,,,,,,,,,,,,,,,,,,"GRT US Holding, Inc.",100000261809,"GRT US Holding, Inc.",NJ,"United States",107368.69,12/01/2022,1,"Cash or cash equivalent","Consulting Fee",,,,,"No Third Party Payment",,No,,,No,894662433,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,06/30/2023
NEW,"Covered Recipient Teaching Hospital",220071,11357,"Massachusetts General Hospital",,,,,,,"55 Fruit Street",,Boston,MA,02114,"United States",,,,,,,,,,,,,,,,,,,,"GRT US Holding, Inc.",100000261809,"GRT US Holding, Inc.",NJ,"United States",127451.22,08/10/2022,1,"Cash or cash equivalent","Consulting Fee",,,,,"No Third Party Payment",,No,,,No,894662435,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,06/30/2023
NEW,"Covered Recipient Teaching Hospital",220071,11357,"Massachusetts General Hospital",,,,,,,"55 Fruit Street",,Boston,MA,02114,"United States",,,,,,,,,,,,,,,,,,,,"GRT US Holding, Inc.",100000261809,"GRT US Holding, Inc.",NJ,"United States",264950.00,01/25/2022,1,"Cash or cash equivalent","Consulting Fee",,,,,"No Third Party Payment",,No,,,No,894662437,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,06/30/2023
NEW,"Covered Recipient Teaching Hospital",220071,11357,"Massachusetts General Hospital",,,,,,,"55 Fruit St","Bulfinch 360",Boston,MA,02114,"United States",,,,,,,,,,,,,,,,,,,,"Janssen Pharmaceuticals, Inc",100000000332,"Janssen Scientific Affairs, LLC",NJ,"United States",135499.50,04/19/2022,1,"Cash or cash equivalent","Consulting Fee",,,,,"No Third Party Payment",,No,,,No,887283183,No,Yes,Covered,Drug,Neuroscience,SPRAVATO,50458-028-02,,,,,,,,,,,,,,,,,,,,,,,,,,2022,06/30/2023
NEW,"Covered Recipient Teaching Hospital",220071,11357,"Massachusetts General Hospital",,,,,,,"55 Fruit St","Bulfinch 360",Boston,MA,02114,"United States",,,,,,,,,,,,,,,,,,,,"Janssen Pharmaceuticals, Inc",100000000332,"Janssen Scientific Affairs, LLC",NJ,"United States",67749.75,06/21/2022,1,"Cash or cash equivalent","Consulting Fee",,,,,"No Third Party Payment",,No,,,No,887283189,No,Yes,Covered,Drug,Neuroscience,SPRAVATO,50458-028-02,,,,,,,,,,,,,,,,,,,,,,,,,,2022,06/30/2023
NEW,"Covered Recipient Teaching Hospital",220071,11357,"MASSACHUSETTS GENERAL HOSPITAL",,,,,,,"55 Fruit St","Bulfinch 360",Boston,MA,02114,"United States",,,,,,,,,,,,,,,,,,,,"Pfizer Inc.",100001106888,"Biohaven Pharmaceutical Holding Company Ltd.",NY,"United States",444429.30,04/19/2022,1,"Cash or cash equivalent","Consulting Fee",,,,,"No Third Party Payment",,,,,No,923978235,No,Yes,Non-Covered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,06/30/2023
NEW,"Covered Recipient Teaching Hospital",220071,11357,"MASSACHUSETTS GENERAL HOSPITAL",,,,,,,"55 Fruit St","Bulfinch 360",Boston,MA,02114,"United States",,,,,,,,,,,,,,,,,,,,"Pfizer Inc.",100001106888,"Biohaven Pharmaceutical Holding Company Ltd.",NY,"United States",202771.53,05/20/2022,1,"Cash or cash equivalent","Consulting Fee",,,,,"No Third Party Payment",,,,,No,923978237,No,Yes,Non-Covered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,06/30/2023
NEW,"Covered Recipient Teaching Hospital",220071,11357,"MASSACHUSETTS GENERAL HOSPITAL",,,,,,,"55 Fruit St","Bulfinch 360",Boston,MA,02114,"United States",,,,,,,,,,,,,,,,,,,,"Pfizer Inc.",100001106888,"Biohaven Pharmaceutical Holding Company Ltd.",NY,"United States",476000.71,06/15/2022,1,"Cash or cash equivalent","Consulting Fee",,,,,"No Third Party Payment",,,,,No,923978239,No,Yes,Non-Covered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,06/30/2023
NEW,"Covered Recipient Teaching Hospital",220071,11357,"MASSACHUSETTS GENERAL HOSPITAL",,,,,,,"55 Fruit St","Bulfinch 360",Boston,MA,02114,"United States",,,,,,,,,,,,,,,,,,,,"Pfizer Inc.",100001106888,"Biohaven Pharmaceutical Holding Company Ltd.",NY,"United States",327473.98,08/03/2022,1,"Cash or cash equivalent","Consulting Fee",,,,,"No Third Party Payment",,,,,No,923978241,No,Yes,Non-Covered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,06/30/2023
NEW,"Covered Recipient Teaching Hospital",220071,11357,"MASSACHUSETTS GENERAL HOSPITAL",,,,,,,"55 Fruit St","Bulfinch 360",Boston,MA,02114,"United States",,,,,,,,,,,,,,,,,,,,"Pfizer Inc.",100001106888,"Biohaven Pharmaceutical Holding Company Ltd.",NY,"United States",800000.00,08/18/2022,1,"Cash or cash equivalent","Consulting Fee",,,,,"No Third Party Payment",,,,,No,923978245,No,Yes,Non-Covered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,06/30/2023
NEW,"Covered Recipient Teaching Hospital",220071,11357,"MASSACHUSETTS GENERAL HOSPITAL",,,,,,,"55 Fruit St","Bulfinch 360",Boston,MA,02114,"United States",,,,,,,,,,,,,,,,,,,,"Pfizer Inc.",100001106888,"Biohaven Pharmaceutical Holding Company Ltd.",NY,"United States",413680.38,08/22/2022,1,"Cash or cash equivalent","Consulting Fee",,,,,"No Third Party Payment",,,,,No,923978247,No,Yes,Non-Covered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,06/30/2023
NEW,"Covered Recipient Teaching Hospital",220071,11357,"MASSACHUSETTS GENERAL HOSPITAL",,,,,,,"55 Fruit St","Bulfinch 360",Boston,MA,02114,"United States",,,,,,,,,,,,,,,,,,,,"Pfizer Inc.",100001106888,"Biohaven Pharmaceutical Holding Company Ltd.",NY,"United States",298099.29,09/19/2022,1,"Cash or cash equivalent","Consulting Fee",,,,,"No Third Party Payment",,,,,No,923978249,No,Yes,Non-Covered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,06/30/2023
NEW,"Covered Recipient Teaching Hospital",220071,11357,"MASSACHUSETTS GENERAL HOSPITAL",,,,,,,"55 Fruit St","Bulfinch 360",Boston,MA,02114,"United States",,,,,,,,,,,,,,,,,,,,"Pfizer Inc.",100001106888,"Biohaven Pharmaceutical Holding Company Ltd.",NY,"United States",517624.95,10/27/2022,1,"Cash or cash equivalent","Consulting Fee",,,,,"No Third Party Payment",,,,,No,923978251,No,Yes,Non-Covered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,06/30/2023
NEW,"Covered Recipient Teaching Hospital",220071,11357,"MASSACHUSETTS GENERAL HOSPITAL",,,,,,,"55 Fruit St","Bulfinch 360",Boston,MA,02114,"United States",,,,,,,,,,,,,,,,,,,,"Pfizer Inc.",100001106888,"Biohaven Pharmaceutical Holding Company Ltd.",NY,"United States",203477.53,11/21/2022,1,"Cash or cash equivalent","Consulting Fee",,,,,"No Third Party Payment",,,,,No,923978253,No,Yes,Non-Covered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,06/30/2023
NEW,"Covered Recipient Teaching Hospital",220071,11357,"Massachusetts General Hospital",,,,,,,"55 FRUIT ST","BULFINCH 360",BOSTON,MA,02114,"United States",,,,,,,,,,,,,,,,,,,,"Radius Health, Inc.",100000181748,"Radius Health, Inc.",MA,"United States",67044.00,02/10/2022,1,"Cash or cash equivalent","Consulting Fee",,,,,"No Third Party Payment",,,,,No,954891195,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,06/30/2023
NEW,"Covered Recipient Teaching Hospital",220071,11357,"Massachusetts General Hospital",,,,,,,"55 FRUIT ST","BULFINCH 360",BOSTON,MA,02114,"United States",,,,,,,,,,,,,,,,,,,,"Radius Health, Inc.",100000181748,"Radius Health, Inc.",MA,"United States",95898.00,05/05/2022,1,"Cash or cash equivalent","Consulting Fee",,,,,"No Third Party Payment",,,,,No,954891201,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,06/30/2023
NEW,"Covered Recipient Teaching Hospital",220071,11357,"Massachusetts General Hospital",,,,,,,"55 FRUIT ST","BULFINCH 360",BOSTON,MA,02114,"United States",,,,,,,,,,,,,,,,,,,,"Radius Health, Inc.",100000181748,"Radius Health, Inc.",MA,"United States",33522.00,06/09/2022,1,"Cash or cash equivalent","Consulting Fee",,,,,"No Third Party Payment",,,,,No,954891205,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,06/30/2023
NEW,"Covered Recipient Teaching Hospital",220071,11357,"Massachusetts General Hospital",,,,,,,"55 FRUIT ST","BULFINCH 360",BOSTON,MA,02114,"United States",,,,,,,,,,,,,,,,,,,,"Radius Health, Inc.",100000181748,"Radius Health, Inc.",MA,"United States",8985.39,09/15/2022,1,"Cash or cash equivalent","Consulting Fee",,,,,"No Third Party Payment",,,,,No,954891213,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,06/30/2023
NEW,"Covered Recipient Teaching Hospital",220071,11357,"Massachusetts General Hospital",,,,,,,"55 FRUIT ST","BULFINCH 360",BOSTON,MA,02114,"United States",,,,,,,,,,,,,,,,,,,,"Radius Health, Inc.",100000181748,"Radius Health, Inc.",MA,"United States",214140.00,04/04/2022,1,"Cash or cash equivalent","Consulting Fee",,,,,"No Third Party Payment",,,,,No,954891219,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,06/30/2023
NEW,"Covered Recipient Teaching Hospital",220071,11357,"Massachusetts General Hospital",,,,,,,"55 FRUIT ST","BULFINCH 360",BOSTON,MA,02114,"United States",,,,,,,,,,,,,,,,,,,,"Radius Health, Inc.",100000181748,"Radius Health, Inc.",MA,"United States",214140.00,08/25/2022,1,"Cash or cash equivalent","Consulting Fee",,,,,"No Third Party Payment",,,,,No,954891223,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,06/30/2023
NEW,"Covered Recipient Teaching Hospital",220071,11357,"Massachusetts General Hospital",,,,,,,"55 FRUIT ST","BULFINCH 360",BOSTON,MA,02114,"United States",,,,,,,,,,,,,,,,,,,,"Sanofi and Genzyme US Companies",100000000067,"SANOFI US SERVICES INC.",NJ,"United States",572.25,02/08/2022,1,"Cash or cash equivalent","Consulting Fee",,,,,"No Third Party Payment",,,,,No,938868221,No,Yes,Non-Covered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,06/30/2023
NEW,"Covered Recipient Teaching Hospital",220071,11357,"Massachusetts General Hospital",,,,,,,"55 FRUIT ST","BULFINCH 360",BOSTON,MA,02114,"United States",,,,,,,,,,,,,,,,,,,,"Sanofi and Genzyme US Companies",100000000067,"SANOFI US SERVICES INC.",NJ,"United States",763.00,10/20/2022,1,"Cash or cash equivalent","Consulting Fee",,,,,"No Third Party Payment",,,,,No,938929451,No,Yes,Non-Covered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,06/30/2023
NEW,"Covered Recipient Teaching Hospital",220071,11357,"Massachusetts General Hospital",,,,,,,"55 Fruit St",,Boston,MA,02114,"United States",,,,,,,,,,,,,,,,,,,,"Theratechnologies Inc.",100000071363,"Theratechnologies Inc.",,Canada,56875.00,05/05/2022,1,"Cash or cash equivalent","Consulting Fee",,,,,"No Third Party Payment",,,,,No,943973189,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,06/30/2023
NEW,"Covered Recipient Teaching Hospital",220071,11357,"Massachusetts General Hospital",,,,,,,"55 Fruit St",,Boston,MA,02114,"United States",,,,,,,,,,,,,,,,,,,,"Theratechnologies Inc.",100000071363,"Theratechnologies Inc.",,Canada,56875.00,01/15/2022,1,"Cash or cash equivalent","Consulting Fee",,,,,"No Third Party Payment",,,,,No,943973193,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,06/30/2023
NEW,"Covered Recipient Teaching Hospital",220071,11357,"Massachusetts General Hospital",,,,,,,"55 Fruit St",,Boston,MA,02114,"United States",,,,,,,,,,,,,,,,,,,,"Theratechnologies Inc.",100000071363,"Theratechnologies Inc.",,Canada,56875.00,09/01/2022,1,"Cash or cash equivalent","Consulting Fee",,,,,"No Third Party Payment",,,,,No,943973195,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,06/30/2023
NEW,"Covered Recipient Teaching Hospital",220071,11357,"Massachusetts General Hospital",,,,,,,"55 Fruit St",,Boston,MA,02114,"United States",,,,,,,,,,,,,,,,,,,,"Theratechnologies Inc.",100000071363,"Theratechnologies Inc.",,Canada,56875.00,07/15/2022,1,"Cash or cash equivalent","Consulting Fee",,,,,"No Third Party Payment",,,,,No,943973201,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,06/30/2023
NEW,"Covered Recipient Teaching Hospital",220071,11357,"Massachusetts General Hospital",,,,,,,"55 Fruit St",,Boston,MA,02114,"United States",,,,,,,,,,,,,,,,,,,,"Abbott Laboratories",100000010680,"Abbott Laboratories",IL,"United States",16275.00,02/03/2022,1,"Cash or cash equivalent","Debt forgiveness",,,,,"No Third Party Payment",,,,,No,918001199,No,Yes,Covered,Device,Neuromodulation,PROCLAIM,,05415067020222,,,,,,,,,,,,,,,,,,,,,,,,,2022,06/30/2023
NEW,"Covered Recipient Teaching Hospital",220071,11357,"Massachusetts General Hospital",,,,,,,"55 Fruit St",,Boston,MA,02114,"United States",,,,,,,,,,,,,,,,,,,,"Abbott Laboratories",100000010680,"Abbott Laboratories",IL,"United States",1285.00,02/07/2022,1,"Cash or cash equivalent","Debt forgiveness",,,,,"No Third Party Payment",,,,,No,918001203,No,Yes,Covered,Device,Electrophysiology,"COOL POINT",,05415067008985,,,,,,,,,,,,,,,,,,,,,,,,,2022,06/30/2023
NEW,"Covered Recipient Teaching Hospital",220071,11357,"Massachusetts General Hospital",,,,,,,"55 Fruit St",,Boston,MA,02114,"United States",,,,,,,,,,,,,,,,,,,,"Abbott Laboratories",100000010680,"Abbott Laboratories",IL,"United States",275.00,02/07/2022,1,"Cash or cash equivalent","Debt forgiveness",,,,,"No Third Party Payment",,,,,No,918001209,No,Yes,Covered,Device,Vascular,ENGAGE,,05414734055901,,,,,,,,,,,,,,,,,,,,,,,,,2022,06/30/2023
NEW,"Covered Recipient Teaching Hospital",220071,11357,"Massachusetts General Hospital",,,,,,,"55 Fruit St",,Boston,MA,02114,"United States",,,,,,,,,,,,,,,,,,,,"Abbott Laboratories",100000010680,"Abbott Laboratories",IL,"United States",175.00,02/07/2022,1,"Cash or cash equivalent","Debt forgiveness",,,,,"No Third Party Payment",,,,,No,918001213,No,Yes,Covered,Device,"Heart Failure",CARDIOMEMS,,05414734509800,,,,,,,,,,,,,,,,,,,,,,,,,2022,06/30/2023
NEW,"Covered Recipient Teaching Hospital",220071,11357,"Massachusetts General Hospital",,,,,,,"55 Fruit St",,Boston,MA,02114,"United States",,,,,,,,,,,,,,,,,,,,"Abbott Laboratories",100000010680,"Abbott Laboratories",IL,"United States",12369.01,08/24/2022,1,"Cash or cash equivalent","Debt forgiveness",,,,,"No Third Party Payment",,,,,No,918001225,No,Yes,Covered,Device,Vascular,"Perclose ProStyle",,08717648235184,,,,,,,,,,,,,,,,,,,,,,,,,2022,06/30/2023
NEW,"Covered Recipient Teaching Hospital",220071,11357,"Massachusetts General Hospital",,,,,,,"55 FRUIT ST","BULFINCH 360",BOSTON,MA,02114,"United States",,,,,,,,,,,,,,,,,,,,"Bio-Rad Laboratories, Inc.",100000005577,"Bio-Rad Laboratories, Inc.",CA,"United States",37.00,03/15/2022,1,"Cash or cash equivalent","Debt forgiveness",,,,,"No Third Party Payment",,,,,No,964080207,No,Yes,Covered,Device,Amplification,"Amplification Reagents",,,,,,,,,,,,,,,,,,,,,,,,,,,2022,06/30/2023
NEW,"Covered Recipient Teaching Hospital",220071,11357,"Massachusetts General Hospital",,,,,,,"55 FRUIT ST","BULFINCH 360",BOSTON,MA,02114,"United States",,,,,,,,,,,,,,,,,,,,"Bio-Rad Laboratories, Inc.",100000005577,"Bio-Rad Laboratories, Inc.",CA,"United States",39.20,03/10/2022,1,"Cash or cash equivalent","Debt forgiveness",,,,,"No Third Party Payment",,,,,No,964080209,No,Yes,Covered,Device,PCR,"Digital PCR Assays",,,,,,,,,,,,,,,,,,,,,,,,,,,2022,06/30/2023
NEW,"Covered Recipient Teaching Hospital",220071,11357,"Massachusetts General Hospital",,,,,,,"55 FRUIT ST","BULFINCH 360",BOSTON,MA,02114,"United States",,,,,,,,,,,,,,,,,,,,"Bio-Rad Laboratories, Inc.",100000005577,"Bio-Rad Laboratories, Inc.",CA,"United States",20.00,05/24/2022,1,"Cash or cash equivalent","Debt forgiveness",,,,,"No Third Party Payment",,,,,No,964080211,No,Yes,Covered,Device,"Not Applicable","Protein Assay",,,,,,,,,,,,,,,,,,,,,,,,,,,2022,06/30/2023
NEW,"Covered Recipient Teaching Hospital",220071,11357,"Massachusetts General Hospital",,,,,,,"55 FRUIT ST","BULFINCH 360",BOSTON,MA,02114,"United States",,,,,,,,,,,,,,,,,,,,"Bio-Rad Laboratories, Inc.",100000005577,"Bio-Rad Laboratories, Inc.",CA,"United States",23.00,07/26/2022,1,"Cash or cash equivalent","Debt forgiveness",,,,,"No Third Party Payment",,,,,No,964080215,No,Yes,Covered,Device,Amplification,"Amplification Reagents",,,,,,,,,,,,,,,,,,,,,,,,,,,2022,06/30/2023
